name,price,first_name,last_name,above_100
Matthew Sims,154.274325,Matthew,Sims,154.274325
Tanya Baxter,159.8970073,Tanya,Baxter,159.8970073
Jamie Hobbs,253.0164889,Jamie,Hobbs,253.0164889
Anthony Hardin,183.0049758,Anthony,Hardin,183.0049758
Christy Martinez,3.607710544,Christy,Martinez,
Chad Clark,224.7624411,Chad,Clark,224.7624411
Chloe Cox,263.0897415,Chloe,Cox,263.0897415
Cynthia Rivera,73.26316803,Cynthia,Rivera,
Dana Collins,55.63787745,Dana,Collins,
David Harding,262.4670508,David,Harding,262.4670508
Kathryn Garza,298.6588738,Kathryn,Garza,298.6588738
Dawn Phillips,20.37164898,Dawn,Phillips,
Daniel Pacheco,214.6949093,Daniel,Pacheco,214.6949093
Joshua Ortiz,33.24314581,Joshua,Ortiz,
Patricia Schroeder,223.6665881,Patricia,Schroeder,223.6665881
Alyssa Sims,112.5034847,Alyssa,Sims,112.5034847
Richard Wall,88.13969703,Richard,Wall,
April Wilson,118.8448316,April,Wilson,118.8448316
Heather Stephens,231.2342053,Heather,Stephens,231.2342053
Catherine Tran,28.32558659,Catherine,Tran,
Matthew Stewart,.44165867,Matthew,Stewart,
Mark King,123.0094766,Mark,King,123.0094766
Shannon Johnson,256.7744767,Shannon,Johnson,256.7744767
Michelle Burton,124.5129816,Michelle,Burton,124.5129816
Kristen Gallagher,268.0205769,Kristen,Gallagher,268.0205769
Rose Campos,21.06611081,Rose,Campos,
Bobby Carroll,217.9915084,Bobby,Carroll,217.9915084
Kathy Johnson,91.80571794,Kathy,Johnson,
Steven Sullivan,97.07246326,Steven,Sullivan,
Tracy Phillips,177.5255072,Tracy,Phillips,177.5255072
Nancy Little,68.32085517,Nancy,Little,
Robert Andrade,206.2050908,Robert,Andrade,206.2050908
Carolyn Kelley,120.6492919,Carolyn,Kelley,120.6492919
Christopher Wells,203.7207459,Christopher,Wells,203.7207459
Miranda Cook,68.99167394,Miranda,Cook,
Heidi Miller,44.18726414,Heidi,Miller,
Michael Ferguson,65.33364222,Michael,Ferguson,
Daniel Campbell,203.8319025,Daniel,Campbell,203.8319025
Lisa Clements,183.8437472,Lisa,Clements,183.8437472
Cheryl Garner,145.9887007,Cheryl,Garner,145.9887007
Linda Carpenter,192.1605323,Linda,Carpenter,192.1605323
Kenneth Stone,128.0814296,Kenneth,Stone,128.0814296
Marcia Harrell,57.17983127,Marcia,Harrell,
Mariah Soto,180.3774662,Mariah,Soto,180.3774662
Christine Koch,159.3502848,Christine,Koch,159.3502848
Joseph Perkins,186.1342985,Joseph,Perkins,186.1342985
Perry Curtis,52.6715164,Perry,Curtis,
Sara Tucker,53.6230802,Sara,Tucker,
Christopher Day,176.7826506,Christopher,Day,176.7826506
Terri Davis,132.881519,Terri,Davis,132.881519
Eric Miller,144.4511344,Eric,Miller,144.4511344
Morgan Goodwin,134.2922556,Morgan,Goodwin,134.2922556
Victor Sanchez,114.2246438,Victor,Sanchez,114.2246438
Shawn Harris,251.246499,Shawn,Harris,251.246499
Julia Jackson,264.5773736,Julia,Jackson,264.5773736
Carmen Crawford,238.948125,Carmen,Crawford,238.948125
Brian Hall,9.742576562,Brian,Hall,
Ian Martinez,123.0462516,Ian,Martinez,123.0462516
Robert Reyes,99.94824582,Robert,Reyes,
Stacy Green,30.27141958,Stacy,Green,
Casey Carroll,290.2155356,Casey,Carroll,290.2155356
Mariah Ochoa,208.6909636,Mariah,Ochoa,208.6909636
Larry Valentine Jr.,211.4230016,Larry,Valentine Jr.,211.4230016
Nicole Harris,126.8779738,Nicole,Harris,126.8779738
Jacob Hicks,89.92387573,Jacob,Hicks,
Theresa Stewart,64.11402234,Theresa,Stewart,
Joann Thompson,99.16719145,Joann,Thompson,
Crystal Marshall,161.3723638,Crystal,Marshall,161.3723638
Nicholas Neal,229.3209533,Nicholas,Neal,229.3209533
James Pena,5.259619097,James,Pena,
Justin Parker,97.04832486,Justin,Parker,
Marcus Thomas,248.2530072,Marcus,Thomas,248.2530072
Luke Hardy,61.79397435,Luke,Hardy,
Rhonda Collins,298.5737568,Rhonda,Collins,298.5737568
Jessica Sullivan,74.80414318,Jessica,Sullivan,
Tammy Cole,74.34504714,Tammy,Cole,
Daniel Adams,204.7068628,Daniel,Adams,204.7068628
Heather Henderson,76.3605957,Heather,Henderson,
Ann Medina,115.1692433,Ann,Medina,115.1692433
Jeremy Thompson,199.3661235,Jeremy,Thompson,199.3661235
Ashley Hurst,81.76651927,Ashley,Hurst,
Rhonda Wagner,154.5989276,Rhonda,Wagner,154.5989276
Tiffany Decker,109.2070311,Tiffany,Decker,109.2070311
Ruben Anderson,141.7568848,Ruben,Anderson,141.7568848
Rebecca Mcdowell,256.1829641,Rebecca,Mcdowell,256.1829641
Kristen Boyd,118.2390412,Kristen,Boyd,118.2390412
Jake Howard,149.7452421,Jake,Howard,149.7452421
Scott Ayers,80.73638962,Scott,Ayers,
Kathryn Mccall,242.1308821,Kathryn,Mccall,242.1308821
Thomas Dennis,90.27786558,Thomas,Dennis,
Nicholas Armstrong,140.6291145,Nicholas,Armstrong,140.6291145
Kelly Alvarado,76.58955533,Kelly,Alvarado,
Matthew Bishop,22.65640439,Matthew,Bishop,
Shane Miller,104.4146591,Shane,Miller,104.4146591
Amy Lopez,33.03248299,Amy,Lopez,
Nicole Mcgee,81.8783247,Nicole,Mcgee,
Scott Johnson,120.4906957,Scott,Johnson,120.4906957
Gina Marquez,133.0725006,Gina,Marquez,133.0725006
Brandon Phelps,252.4956595,Brandon,Phelps,252.4956595
Jordan Mckinney,92.44255273,Jordan,Mckinney,
Melinda Weaver,3.768133684,Melinda,Weaver,
Christopher James,52.20975301,Christopher,James,
Mark Adams,52.00849588,Mark,Adams,
Elizabeth Olsen,192.8797822,Elizabeth,Olsen,192.8797822
Shannon Williams,55.61884754,Shannon,Williams,
Arthur Levine,51.53641612,Arthur,Levine,
Kimberly Reid,4.351322662,Kimberly,Reid,
Patrick Jones,62.49699828,Patrick,Jones,
William Garza,284.8928579,William,Garza,284.8928579
Lisa Adams,84.76983212,Lisa,Adams,
Kathleen Guerrero,256.6942034,Kathleen,Guerrero,256.6942034
Nicholas Kennedy,129.406829,Nicholas,Kennedy,129.406829
Anthony Hayes,144.4338119,Anthony,Hayes,144.4338119
David Cruz,180.1355231,David,Cruz,180.1355231
Robert Brooks,118.2747122,Robert,Brooks,118.2747122
Francis Fisher,146.3525968,Francis,Fisher,146.3525968
Albert Lee,247.7196549,Albert,Lee,247.7196549
Angela Moreno,50.95778324,Angela,Moreno,
Brian Salinas,177.8999698,Brian,Salinas,177.8999698
Sarah Bauer,274.7964305,Sarah,Bauer,274.7964305
Cynthia Collins,249.7444753,Cynthia,Collins,249.7444753
Ryan Stanton,274.7565726,Ryan,Stanton,274.7565726
Dr. David Elliott,127.9040505,Dr.,David Elliott,127.9040505
Crystal Carr,37.89493067,Crystal,Carr,
Christopher Garcia,292.0792371,Christopher,Garcia,292.0792371
Justin Tran,195.8112157,Justin,Tran,195.8112157
Kenneth Jones,9.452676009,Kenneth,Jones,
Rita Adams,30.17192605,Rita,Adams,
Brandon Ball,262.6800253,Brandon,Ball,262.6800253
Melissa Smith,15.27711246,Melissa,Smith,
Kimberly Lamb,252.7441852,Kimberly,Lamb,252.7441852
Nicholas Walker,143.0644826,Nicholas,Walker,143.0644826
Stephen Mann,112.3490647,Stephen,Mann,112.3490647
Jacqueline Rubio,202.6988729,Jacqueline,Rubio,202.6988729
William Gibson,203.8485443,William,Gibson,203.8485443
John Evans,206.2789356,John,Evans,206.2789356
Steve Roberts,39.62431254,Steve,Roberts,
Andrew West,207.3116054,Andrew,West,207.3116054
Teresa Ellis,271.4899736,Teresa,Ellis,271.4899736
Paul Hansen,297.1563644,Paul,Hansen,297.1563644
Charles Walker,288.7101304,Charles,Walker,288.7101304
Susan Wilson,281.874463,Susan,Wilson,281.874463
Ashley Jones,244.9930809,Ashley,Jones,244.9930809
Spencer Garcia,149.9360249,Spencer,Garcia,149.9360249
Victoria Rivera,268.8886879,Victoria,Rivera,268.8886879
Nicole Lopez,12.27610808,Nicole,Lopez,
Lori Russell,9.589683274,Lori,Russell,
Patricia Ryan,91.27033831,Patricia,Ryan,
Jeanne Lin,184.3518302,Jeanne,Lin,184.3518302
John Gardner,27.11376464,John,Gardner,
Jesse Mack,40.65543525,Jesse,Mack,
Madison Nelson,84.93606191,Madison,Nelson,
Colleen Spencer,51.29811649,Colleen,Spencer,
Melissa Wallace,165.3815591,Melissa,Wallace,165.3815591
Emily Weaver,249.5527186,Emily,Weaver,249.5527186
Sarah Copeland,271.0283469,Sarah,Copeland,271.0283469
Damon Walker,223.5644308,Damon,Walker,223.5644308
David Stewart,200.3407477,David,Stewart,200.3407477
Robin Hardy,246.5925724,Robin,Hardy,246.5925724
Beth Schmitt,108.5114512,Beth,Schmitt,108.5114512
Joshua Clark,41.09943086,Joshua,Clark,
Nicholas Jones,207.3196739,Nicholas,Jones,207.3196739
Virginia Anderson,221.3968253,Virginia,Anderson,221.3968253
Richard Hamilton,64.31871231,Richard,Hamilton,
Michele Harris,175.7490463,Michele,Harris,175.7490463
Dr. Elizabeth Garner,295.0996081,Dr.,Elizabeth Garner,295.0996081
Michael Moon,70.81831562,Michael,Moon,
Robert Williams,203.0921912,Robert,Williams,203.0921912
Monica Wallace,51.0949844,Monica,Wallace,
Kathy King,216.3709828,Kathy,King,216.3709828
Faith Baird,68.7759123,Faith,Baird,
Bruce Steele,18.20328841,Bruce,Steele,
Robert Brown,278.3384611,Robert,Brown,278.3384611
Curtis Graves,267.2317387,Curtis,Graves,267.2317387
Andrea Lewis,39.59305432,Andrea,Lewis,
Christopher Jensen,109.1740211,Christopher,Jensen,109.1740211
Diana Edwards,149.5507258,Diana,Edwards,149.5507258
Jennifer Adams,109.7987059,Jennifer,Adams,109.7987059
Ashley Harper,52.62412811,Ashley,Harper,
Tara Anderson,115.0554126,Tara,Anderson,115.0554126
Sylvia Martinez,248.1298517,Sylvia,Martinez,248.1298517
Micheal Johnson,138.4340155,Micheal,Johnson,138.4340155
Christine Wilson,14.87060274,Christine,Wilson,
Eric Luna,192.3387069,Eric,Luna,192.3387069
Jennifer Brown,156.4056352,Jennifer,Brown,156.4056352
Robert Horton,274.4584433,Robert,Horton,274.4584433
Joshua Foley,17.63874899,Joshua,Foley,
Curtis Carroll,172.138365,Curtis,Carroll,172.138365
Steven Simmons,254.3712088,Steven,Simmons,254.3712088
James Brown,203.113355,James,Brown,203.113355
Taylor Delgado,210.3838207,Taylor,Delgado,210.3838207
Kevin Cuevas,191.9020807,Kevin,Cuevas,191.9020807
Kim Schmidt,193.8454144,Kim,Schmidt,193.8454144
Alyssa Vega,110.7682152,Alyssa,Vega,110.7682152
Angela Walker,237.041179,Angela,Walker,237.041179
Michael Humphrey,45.4924624,Michael,Humphrey,
Carrie Ewing,262.2716256,Carrie,Ewing,262.2716256
Amy Keith,164.7376557,Amy,Keith,164.7376557
Jennifer Young,99.25744813,Jennifer,Young,
Kenneth Keith,138.6763905,Kenneth,Keith,138.6763905
Michael Carpenter,179.6486152,Michael,Carpenter,179.6486152
Barbara Robertson,15.6531182,Barbara,Robertson,
Matthew Roberts,240.4788546,Matthew,Roberts,240.4788546
Elizabeth Good,248.5598549,Elizabeth,Good,248.5598549
Samantha Hodges,154.0275613,Samantha,Hodges,154.0275613
Mia Wright,105.9529929,Mia,Wright,105.9529929
Thomas James,40.96832339,Thomas,James,
Kristen Brown,22.2979284,Kristen,Brown,
Timothy Richard,285.0317196,Timothy,Richard,285.0317196
Christopher Johnson,26.7787815,Christopher,Johnson,
Sean Hall,44.52981452,Sean,Hall,
Amanda Sanchez,100.2904309,Amanda,Sanchez,100.2904309
James Smith,75.88603978,James,Smith,
Gregory Butler,277.3646438,Gregory,Butler,277.3646438
Dr. Gabriella Estrada,232.0715616,Dr.,Gabriella Estrada,232.0715616
Paul Davidson,142.7747923,Paul,Davidson,142.7747923
Eric Murillo,169.7939914,Eric,Murillo,169.7939914
Laura Marks,175.1069017,Laura,Marks,175.1069017
Marissa Harris,278.8901268,Marissa,Harris,278.8901268
Deanna Smith,108.95517,Deanna,Smith,108.95517
Kenneth Berger,99.78874304,Kenneth,Berger,
Kayla Lewis,285.0878729,Kayla,Lewis,285.0878729
Kenneth Novak,52.52915682,Kenneth,Novak,
Jared Mora,12.07308163,Jared,Mora,
Kimberly Bauer,59.98527478,Kimberly,Bauer,
Nicholas Smith,282.3531791,Nicholas,Smith,282.3531791
Julia Myers,55.57415257,Julia,Myers,
Kayla Bryan,269.1016267,Kayla,Bryan,269.1016267
James Jones,95.11431737,James,Jones,
Gary Payne,137.5375635,Gary,Payne,137.5375635
Sheri Hogan,18.33323912,Sheri,Hogan,
Jacob Malone,5.766834212,Jacob,Malone,
Kara Carter,153.402505,Kara,Carter,153.402505
Sylvia Romero,142.0642165,Sylvia,Romero,142.0642165
Stephen Carpenter,164.0893459,Stephen,Carpenter,164.0893459
Michael Roth,293.0387932,Michael,Roth,293.0387932
Brandon Delacruz,220.1107574,Brandon,Delacruz,220.1107574
William Smith,84.87625733,William,Smith,
John Foley,221.9755287,John,Foley,221.9755287
Lisa Alvarez,220.7675286,Lisa,Alvarez,220.7675286
Jonathan Ruiz,75.2639222,Jonathan,Ruiz,
Jacqueline Bailey,298.2723195,Jacqueline,Bailey,298.2723195
Calvin Mejia,7.272295813,Calvin,Mejia,
Curtis Sanchez,196.8446549,Curtis,Sanchez,196.8446549
Randall Brown,1.540398353,Randall,Brown,
Justin Thompson,104.0541908,Justin,Thompson,104.0541908
Molly Taylor,121.0603619,Molly,Taylor,121.0603619
Randy Osborn,17.67212736,Randy,Osborn,
Shelley Richards,43.86420887,Shelley,Richards,
Derek Rush,261.3937481,Derek,Rush,261.3937481
Kevin Harris,24.03369954,Kevin,Harris,
Jason Lee,77.21843561,Jason,Lee,
Daniel Fritz,92.11827965,Daniel,Fritz,
Gregory Doyle,263.4423392,Gregory,Doyle,263.4423392
Jorge Mendoza,191.3291361,Jorge,Mendoza,191.3291361
Eric Roberts,15.87607968,Eric,Roberts,
Michael Smith,213.289693,Michael,Smith,213.289693
Christian Ramirez,45.14014071,Christian,Ramirez,
Sherry Green,213.4224097,Sherry,Green,213.4224097
Debra Hunt,31.90753436,Debra,Hunt,
Katherine Horton,274.9758831,Katherine,Horton,274.9758831
Lauren Jordan,213.5107865,Lauren,Jordan,213.5107865
Deborah Dillon,293.0155393,Deborah,Dillon,293.0155393
Tamara Bray,81.28016299,Tamara,Bray,
Marcus Rogers,139.358192,Marcus,Rogers,139.358192
Brenda Johnson,295.4687749,Brenda,Johnson,295.4687749
Jeremy Thompson,186.8686109,Jeremy,Thompson,186.8686109
Julia Roberts,90.2709233,Julia,Roberts,
Dale Buckley,163.616263,Dale,Buckley,163.616263
Matthew Carter,200.0576547,Matthew,Carter,200.0576547
Timothy Brooks,248.3342671,Timothy,Brooks,248.3342671
Benjamin Jenkins,225.5694332,Benjamin,Jenkins,225.5694332
Shelly Torres,173.4161872,Shelly,Torres,173.4161872
Katie Wilkerson,3.69700216,Katie,Wilkerson,
Deanna White,237.3722723,Deanna,White,237.3722723
Brittany Nguyen,198.5151421,Brittany,Nguyen,198.5151421
Daniel Clark,144.8475101,Daniel,Clark,144.8475101
Natasha Perez,279.4118146,Natasha,Perez,279.4118146
Brittany Tate,264.6247512,Brittany,Tate,264.6247512
Christopher Steele,37.27912123,Christopher,Steele,
Nicole Williams,84.74929727,Nicole,Williams,
Alexander White,103.4745303,Alexander,White,103.4745303
Rebecca Rowland,26.56045868,Rebecca,Rowland,
Levi Flores,115.4378506,Levi,Flores,115.4378506
Mary Hernandez,32.71999911,Mary,Hernandez,
Robert Mendoza,59.80314835,Robert,Mendoza,
Samantha Brooks,83.1216532,Samantha,Brooks,
Chelsea Andersen,14.63652038,Chelsea,Andersen,
Katrina Smith,98.71876999,Katrina,Smith,
Robert Robbins,245.1860239,Robert,Robbins,245.1860239
Jordan Bond,217.8735863,Jordan,Bond,217.8735863
Christopher Dickerson,16.0509732,Christopher,Dickerson,
Veronica Contreras,235.9247732,Veronica,Contreras,235.9247732
Bethany Jackson,148.8477268,Bethany,Jackson,148.8477268
Abigail Wood,60.87271053,Abigail,Wood,
Emma Dawson,228.2864104,Emma,Dawson,228.2864104
Dwayne Nelson,49.68520768,Dwayne,Nelson,
Roberta Ryan,234.9509718,Roberta,Ryan,234.9509718
Jeff Anderson,61.87805925,Jeff,Anderson,
Charles Adams,230.0907144,Charles,Adams,230.0907144
Randy Reid,242.2445919,Randy,Reid,242.2445919
Yolanda Jones,184.3262485,Yolanda,Jones,184.3262485
James Vincent,284.7944706,James,Vincent,284.7944706
Sara Walsh,256.0949308,Sara,Walsh,256.0949308
William Fleming,150.9413248,William,Fleming,150.9413248
Christopher Jones,66.58116908,Christopher,Jones,
Frank King,14.8602022,Frank,King,
Alyssa Hoover,51.21622595,Alyssa,Hoover,
Erika Potts,152.5410548,Erika,Potts,152.5410548
Brenda Thomas,33.98102432,Brenda,Thomas,
Sara Moore,124.8196611,Sara,Moore,124.8196611
John Davis,250.6395207,John,Davis,250.6395207
Melissa Brown,247.0695015,Melissa,Brown,247.0695015
Anthony Trevino,121.9975481,Anthony,Trevino,121.9975481
Debra Diaz,95.50660801,Debra,Diaz,
Alyssa Li,189.5445917,Alyssa,Li,189.5445917
Lisa Davis,292.0081788,Lisa,Davis,292.0081788
Christina George,254.0349124,Christina,George,254.0349124
Larry Cook,173.4392605,Larry,Cook,173.4392605
Krystal Jackson,46.09096211,Krystal,Jackson,
Casey Smith,287.034107,Casey,Smith,287.034107
Eric Yang,240.4552748,Eric,Yang,240.4552748
Elizabeth Spence,12.18237246,Elizabeth,Spence,
David Ramirez,281.995616,David,Ramirez,281.995616
Wendy Rowe,22.45673601,Wendy,Rowe,
Richard Charles,209.9396066,Richard,Charles,209.9396066
Maureen Adams,220.4425679,Maureen,Adams,220.4425679
Heather Diaz,155.6755422,Heather,Diaz,155.6755422
Jennifer Black,66.63022809,Jennifer,Black,
Emily Montgomery,51.40335449,Emily,Montgomery,
Sarah Hayden,247.9773304,Sarah,Hayden,247.9773304
David Johnson,49.87378095,David,Johnson,
Jim Baker,71.46737353,Jim,Baker,
Tara Sanchez,280.501365,Tara,Sanchez,280.501365
Thomas Yates,133.9300339,Thomas,Yates,133.9300339
Jillian Sandoval,209.3113084,Jillian,Sandoval,209.3113084
Mackenzie Stone,263.3187017,Mackenzie,Stone,263.3187017
Matthew Sharp,127.7218636,Matthew,Sharp,127.7218636
Pamela Green,234.7170431,Pamela,Green,234.7170431
Jeremy Robles,130.2975142,Jeremy,Robles,130.2975142
Thomas Wall,70.43392043,Thomas,Wall,
Jared Flores,89.68743146,Jared,Flores,
Angela Calhoun,252.06711,Angela,Calhoun,252.06711
Dr. Charles Fernandez,98.43540102,Dr.,Charles Fernandez,
Amy Ramsey,65.7974413,Amy,Ramsey,
Donald Mason,248.3291009,Donald,Mason,248.3291009
Joan Parsons,60.50474718,Joan,Parsons,
Stephanie Tucker,14.02646298,Stephanie,Tucker,
Kelly Ellis,174.3799543,Kelly,Ellis,174.3799543
Betty Spears,238.9403156,Betty,Spears,238.9403156
Matthew Savage,99.90583163,Matthew,Savage,
Timothy Owens,229.3445287,Timothy,Owens,229.3445287
Tina Richards,9.855167212,Tina,Richards,
Kerri Pacheco,77.96273702,Kerri,Pacheco,
William Ferguson,213.6599611,William,Ferguson,213.6599611
Christine Watson,154.2064269,Christine,Watson,154.2064269
Clinton Davis,279.9317331,Clinton,Davis,279.9317331
Megan Mcdonald,132.4968534,Megan,Mcdonald,132.4968534
Heather Johnson,286.4426879,Heather,Johnson,286.4426879
Donna Young,67.81856754,Donna,Young,
Paul Leonard,201.7730299,Paul,Leonard,201.7730299
Richard Roberts,100.7313222,Richard,Roberts,100.7313222
Jeffrey Frazier,72.4315189,Jeffrey,Frazier,
Daniel Jordan,297.342933,Daniel,Jordan,297.342933
Whitney Johnson,67.19687914,Whitney,Johnson,
Edwin Francis,271.3098237,Edwin,Francis,271.3098237
Cynthia Smith,44.41931025,Cynthia,Smith,
Michelle Walker,221.9971766,Michelle,Walker,221.9971766
Michael Bush,44.78829112,Michael,Bush,
Lisa Hernandez,141.5926474,Lisa,Hernandez,141.5926474
Dwayne Johnson,275.3921969,Dwayne,Johnson,275.3921969
Tonya Fisher,269.4994504,Tonya,Fisher,269.4994504
Michael Brown,3.13972069,Michael,Brown,
Jamie Juarez,247.4778624,Jamie,Juarez,247.4778624
Brittany Martinez,270.4109826,Brittany,Martinez,270.4109826
Adam Hamilton,119.9959454,Adam,Hamilton,119.9959454
Jennifer Morales,49.54841036,Jennifer,Morales,
Richard Carroll,215.7622098,Richard,Carroll,215.7622098
Jacob Hatfield,170.5715148,Jacob,Hatfield,170.5715148
Amy Phillips,271.0885904,Amy,Phillips,271.0885904
James Ray,229.610877,James,Ray,229.610877
Nicole Carter,141.0045536,Nicole,Carter,141.0045536
Dorothy Caldwell,218.504299,Dorothy,Caldwell,218.504299
Susan Ramirez,67.18246916,Susan,Ramirez,
Rebecca Johnson,72.78228826,Rebecca,Johnson,
Douglas Cline,240.0085692,Douglas,Cline,240.0085692
Jeremy Tran,211.6156436,Jeremy,Tran,211.6156436
Robin Phillips,193.1699712,Robin,Phillips,193.1699712
Rebecca Carter,224.614919,Rebecca,Carter,224.614919
Melvin Stewart,40.95720578,Melvin,Stewart,
Erin Cross,240.0046473,Erin,Cross,240.0046473
Karen Sloan,276.2910084,Karen,Sloan,276.2910084
Ryan Navarro,267.8111469,Ryan,Navarro,267.8111469
Jordan Pollard,245.7891914,Jordan,Pollard,245.7891914
Evelyn Parks,22.39377546,Evelyn,Parks,
Kenneth Ayers,95.71755296,Kenneth,Ayers,
Sara Bush,80.06453144,Sara,Bush,
Nicole Phelps,231.6479996,Nicole,Phelps,231.6479996
Chase Bradley,39.77946789,Chase,Bradley,
Karen Dunlap,137.5953143,Karen,Dunlap,137.5953143
Mark Valenzuela,240.3895376,Mark,Valenzuela,240.3895376
Ashley Jones,210.82216,Ashley,Jones,210.82216
Christopher Valentine,47.49579615,Christopher,Valentine,
Sheila Adams,116.0319356,Sheila,Adams,116.0319356
Alice Perkins,198.5255514,Alice,Perkins,198.5255514
Tiffany Castillo,13.40527777,Tiffany,Castillo,
Madison Harvey,297.7732478,Madison,Harvey,297.7732478
Cody Woods,189.8125875,Cody,Woods,189.8125875
Lauren Garcia,188.9989458,Lauren,Garcia,188.9989458
Shelly George,123.1865795,Shelly,George,123.1865795
Eric Pierce,60.43382185,Eric,Pierce,
Jonathan Fitzgerald,209.3505114,Jonathan,Fitzgerald,209.3505114
Joshua Cohen,133.8706856,Joshua,Cohen,133.8706856
Jackie Anderson,33.25094044,Jackie,Anderson,
Melanie Williams,117.1191429,Melanie,Williams,117.1191429
David Brown,59.85095392,David,Brown,
Ashley Jackson,230.9670187,Ashley,Jackson,230.9670187
Bryan Johnson,232.2939906,Bryan,Johnson,232.2939906
Caitlin Baker,250.5831548,Caitlin,Baker,250.5831548
Frances Fisher,111.635616,Frances,Fisher,111.635616
Kimberly Charles,275.8517465,Kimberly,Charles,275.8517465
Jeffrey Williams,105.1478518,Jeffrey,Williams,105.1478518
Emily Greer,13.3517034,Emily,Greer,
Laura Booker,239.5557914,Laura,Booker,239.5557914
Amy Gutierrez,66.08221486,Amy,Gutierrez,
Autumn Hall,65.17015748,Autumn,Hall,
Paul Steele,150.6691259,Paul,Steele,150.6691259
Travis Combs,87.57094327,Travis,Combs,
Cindy Chase,193.4666762,Cindy,Chase,193.4666762
Jenna Lee,203.7171573,Jenna,Lee,203.7171573
Alan Vaughn,279.020221,Alan,Vaughn,279.020221
Jessica Webb,220.8472534,Jessica,Webb,220.8472534
Andrew Wilson,77.14986265,Andrew,Wilson,
James Woods,268.8663596,James,Woods,268.8663596
Jason Hill,78.50062864,Jason,Hill,
Christine Bean,30.36979929,Christine,Bean,
Daniel Nguyen,47.8817655,Daniel,Nguyen,
Adam Cummings,275.9024847,Adam,Cummings,275.9024847
Mark Carter,13.86448718,Mark,Carter,
David Graham,168.3982701,David,Graham,168.3982701
Jack Ramirez,47.28164822,Jack,Ramirez,
Jerry Willis,285.4838578,Jerry,Willis,285.4838578
Michelle Leblanc,127.5377227,Michelle,Leblanc,127.5377227
Leon Ortiz,84.72018312,Leon,Ortiz,
Sharon Austin,106.4937605,Sharon,Austin,106.4937605
Carmen Bowman,117.5915977,Carmen,Bowman,117.5915977
Marie Miller,148.8150556,Marie,Miller,148.8150556
Stephanie Tate,157.5416371,Stephanie,Tate,157.5416371
Matthew Brown,155.7017336,Matthew,Brown,155.7017336
Melissa Townsend,136.2034894,Melissa,Townsend,136.2034894
Maria Franco,238.265105,Maria,Franco,238.265105
Alexis Saunders,157.0020884,Alexis,Saunders,157.0020884
Marie Castillo,6.672335009,Marie,Castillo,
Jessica Nelson,175.8698398,Jessica,Nelson,175.8698398
Jessica Richardson,145.7935426,Jessica,Richardson,145.7935426
Ray Arias,260.3589812,Ray,Arias,260.3589812
William Garrett,258.4555238,William,Garrett,258.4555238
Dana Villanueva,5.712662232,Dana,Villanueva,
Charles Williams,.31555911,Charles,Williams,
Chad Bradshaw,160.8120076,Chad,Bradshaw,160.8120076
Tammy Beasley,213.7085801,Tammy,Beasley,213.7085801
Devon Green,164.9160265,Devon,Green,164.9160265
Dr. Christopher Jones,161.2633264,Dr.,Christopher Jones,161.2633264
Gregory Tran,26.85030417,Gregory,Tran,
Donna Wilson,149.8749308,Donna,Wilson,149.8749308
Jerome Gomez,201.691513,Jerome,Gomez,201.691513
Frank Sawyer,48.75534954,Frank,Sawyer,
Michael Hunter,278.363265,Michael,Hunter,278.363265
Diane Nelson,213.6513292,Diane,Nelson,213.6513292
Rebecca Miller,49.30372509,Rebecca,Miller,
Sean Pope,295.6844797,Sean,Pope,295.6844797
Andrew Riggs,160.6645322,Andrew,Riggs,160.6645322
Joseph Anderson,64.51040806,Joseph,Anderson,
Bradley Williams,155.3017094,Bradley,Williams,155.3017094
James Hernandez,181.4875351,James,Hernandez,181.4875351
Kaitlyn Sandoval,142.1145946,Kaitlyn,Sandoval,142.1145946
Allison Mccarty,297.7594518,Allison,Mccarty,297.7594518
Erica Welch,83.98332622,Erica,Welch,
Robert Porter,239.7225492,Robert,Porter,239.7225492
Billy Mcclure,221.8237731,Billy,Mcclure,221.8237731
Margaret Gates,193.2811629,Margaret,Gates,193.2811629
Jennifer Sandoval,106.5467673,Jennifer,Sandoval,106.5467673
Karen Curtis,103.3693452,Karen,Curtis,103.3693452
Bryan Brown,237.642959,Bryan,Brown,237.642959
Sean Mueller,108.7424868,Sean,Mueller,108.7424868
Jonathan Kirby,161.3965759,Jonathan,Kirby,161.3965759
Steven Bennett,215.0678194,Steven,Bennett,215.0678194
Melissa Dyer,286.1467843,Melissa,Dyer,286.1467843
Denise Adams,262.3997343,Denise,Adams,262.3997343
Tonya Ramirez,149.0932619,Tonya,Ramirez,149.0932619
Jamie Davis,6.172433715,Jamie,Davis,
Elizabeth Burnett,220.8512218,Elizabeth,Burnett,220.8512218
John Hall,14.71568818,John,Hall,
Lori Perez,256.466743,Lori,Perez,256.466743
Ryan Washington,54.84114798,Ryan,Washington,
Carmen Clark,273.5015052,Carmen,Clark,273.5015052
Melissa Sanchez,219.471249,Melissa,Sanchez,219.471249
Michelle Dixon,275.695052,Michelle,Dixon,275.695052
Mark Maxwell,118.7109665,Mark,Maxwell,118.7109665
Jessica Mendoza,140.3021371,Jessica,Mendoza,140.3021371
Sharon Stone,45.96823347,Sharon,Stone,
Gina Ford,182.9110424,Gina,Ford,182.9110424
Matthew Le,61.60617037,Matthew,Le,
